group,tensor_count,source_tensor_bytes,archive_record_bytes,saved_bytes_vs_record,source_over_record_ratio,record_percent_of_source,program_bytes,record_framing_bytes,literal_fallback_tensors,literal_fallback_source_bytes,literal_fallback_record_bytes
BF16,82,4976689152,3277281775,1699407377,1.51854173479,65.852651731,3277276845,4930,1,1050673152,691938594
