archive_path,source_path,source_prefix_matched,tensor_count,source_file_bytes,source_prefix_bytes,source_payload_bytes,archive_file_bytes,archive_header_bytes,archive_record_bytes,embedded_prefix_sha256,source_over_archive_ratio,archive_percent_of_source,saved_bytes
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,true,82,4976698672,9520,4976689152,3277291303,9528,3277281775,a6239c5b959b8f0e8b9609c03dc5ebbae46f7ce4339076a85a4ef66c174c8093,1.5185402248,65.8527172127,1699407369
