workers,max_expansions,calibration_tensors,source_bytes,output_bytes,archive_percent,wall_seconds,throughput_gib_s,peak_rss_gib
1,1,32,4976698672,3279827860,65.90368588022079,37.72787280398188,0.12285113036649377,4.80633544921875
4,1,32,4976698672,3279827860,65.90368588022079,18.791696913016494,0.2466467952174131,5.278831481933594
8,1,32,4976698672,3279827860,65.90368588022079,13.820332025992684,0.33536906433038877,5.455482482910156
16,1,32,4976698672,3279827860,65.90368588022079,10.760587695986032,0.4307303607610029,5.9060211181640625
32,1,32,4976698672,3279827860,65.90368588022079,9.02600660600001,0.5135063625160023,8.037483215332031
