shard,tensor_name,role,shape,parameters,bf16_payload_bytes,distinct_bf16_symbols,empirical_bf16_symbol_h0_bits_per_weight,distinct_exponents,empirical_exponent_h0_bits_per_exponent,empirical_adjacent_exponent_h1_conditional_bits_per_exponent,finite_sequence_adjacent_exponent_reference_bits_per_weight
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.embed_tokens.weight,embedding,128256x4096,525336576,1050673152,9158,10.5135405408,55,2.59097487151,2.56726813742,2.56726813253
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.input_layernorm.weight,norm,4096,4096,8192,1631,10.1403981357,23,3.46260541932,3.40833730773,3.40750519413
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5722,10.487151769,33,2.56222797592,2.56212267078,2.56212262715
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5634,10.4978379686,35,2.57107501241,2.57072466449,2.57072462071
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5375,10.4916982153,31,2.56677073668,2.56675975021,2.5667597065
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.post_attention_layernorm.weight,norm,4096,4096,8192,127,4.07851871336,13,0.246403499687,0.243132557066,0.243073198531
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,5449,11.3200830002,30,3.36430754395,3.36141783856,3.36141703713
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5282,10.5595240415,30,2.6276150861,2.62221244987,2.62221229357
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,6226,11.4234304279,34,3.46580706841,3.46078114086,3.46078093458
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.0.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4575,10.8897130704,26,2.94417302868,2.94396738303,2.94396668113
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.input_layernorm.weight,norm,4096,4096,8192,466,7.86245134531,17,1.48654836418,1.4731200979,1.47276044944
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5591,10.482206447,32,2.55776442938,2.55774383217,2.55774378861
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5631,10.4900880079,32,2.5645177354,2.56435980116,2.56435975749
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5521,10.4868734366,31,2.56234396176,2.56229596017,2.56229591653
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.post_attention_layernorm.weight,norm,4096,4096,8192,205,4.80990162696,14,0.403199753468,0.398763330786,0.398665976457
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4649,10.7994391087,27,2.85450548414,2.80850839466,2.80850772506
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5297,10.5350736128,32,2.60681957986,2.60224270296,2.60224254785
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5366,10.7560686415,32,2.81207096676,2.78020558556,2.78020541984
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.1.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4307,10.5734823224,27,2.64624630265,2.64565034454,2.64564971377
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.input_layernorm.weight,norm,4096,4096,8192,262,6.75311829641,10,1.0218284968,1.01742290681,1.01717451254
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5566,10.4782189616,31,2.55427870208,2.55425827211,2.55425822861
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5545,10.4899557502,31,2.56484363588,2.56464259726,2.56464255359
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5470,10.4854392972,31,2.56134834318,2.56132622413,2.56132618051
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.post_attention_layernorm.weight,norm,4096,4096,8192,202,5.07130093673,10,0.294638522225,0.291610395762,0.291539201818
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4544,10.6923793515,25,2.75213962335,2.72751178646,2.72751113617
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5208,10.5484647315,30,2.61942776859,2.61442654018,2.61442638435
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5119,10.6417095861,29,2.70368287904,2.68988325945,2.68988309912
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.2.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4284,10.5577649706,23,2.6291463226,2.62711246751,2.62711184116
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.input_layernorm.weight,norm,4096,4096,8192,145,5.86806795943,6,0.0881581951569,0.0854327791793,0.0854119215672
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5531,10.4818307277,33,2.55774721466,2.55768693414,2.55768689058
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5571,10.4967864239,34,2.57064324809,2.57009831938,2.57009827561
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5458,10.4823756692,31,2.55855292059,2.5585285674,2.55852852383
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.post_attention_layernorm.weight,norm,4096,4096,8192,175,5.10952117837,9,0.363318291004,0.357012555341,0.356925394073
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4382,10.631153827,26,2.69448533439,2.67882918377,2.67882854509
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5124,10.4918288202,29,2.56837800136,2.56727554052,2.5672753875
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4927,10.5950914994,28,2.66068645952,2.65143727756,2.65143711952
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.3.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4285,10.519035829,28,2.59332846853,2.59251690161,2.59251628351
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.input_layernorm.weight,norm,4096,4096,8192,167,6.06339350877,5,0.156515047641,0.155005289133,0.154967446045
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5582,10.4863771698,34,2.56215659457,2.56205938546,2.56205934183
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5570,10.5082158869,31,2.58142465259,2.58048002011,2.58047997617
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5556,10.4855504663,32,2.56128110449,2.56123967897,2.56123963535
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.post_attention_layernorm.weight,norm,4096,4096,8192,147,4.34425281837,6,0.609191728908,0.606608994968,0.606460897068
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4480,10.6110649189,28,2.676350854,2.66486313033,2.66486249498
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5170,10.5140101087,30,2.58738778281,2.58470080954,2.58470065548
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5103,10.6050443432,28,2.66969603588,2.65869413866,2.65869398019
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.4.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4261,10.5414501246,26,2.61290259773,2.61118220365,2.6111815811
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.input_layernorm.weight,norm,4096,4096,8192,189,6.39325624803,4,0.340340278726,0.339957232213,0.339874234842
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5574,10.486218643,32,2.56203599839,2.56192859455,2.56192855092
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5504,10.5008955355,32,2.57495628858,2.57429225822,2.57429221438
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5481,10.4819039958,31,2.55803213958,2.5580145355,2.55801449194
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.post_attention_layernorm.weight,norm,4096,4096,8192,147,4.60849156996,5,0.466329879217,0.463290699995,0.463177591914
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4627,10.6297842989,26,2.6939397386,2.67900620665,2.67900556792
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5028,10.5238414847,30,2.59639646743,2.5941576881,2.59415753348
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5027,10.6179968449,30,2.68162985578,2.66918140877,2.66918124967
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.5.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4267,10.5197790689,26,2.59406262949,2.59357690801,2.59357628966
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.input_layernorm.weight,norm,4096,4096,8192,164,6.20145311588,4,0.180265577873,0.18016434884,0.180120363403
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5569,10.4901225903,32,2.56553188534,2.56533793251,2.56533788882
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5543,10.5076398871,31,2.58078679202,2.57968937551,2.57968933158
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5437,10.4818327862,32,2.55804013411,2.55801809712,2.55801805356
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.post_attention_layernorm.weight,norm,4096,4096,8192,127,4.76568865595,4,0.41067627778,0.409753563904,0.409653526413
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4357,10.5688657534,28,2.6361855597,2.62985956551,2.62985893851
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5038,10.5050258713,30,2.57999277478,2.57867843171,2.57867827801
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4963,10.5870921915,32,2.65245567745,2.64321131563,2.64321115808
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.6.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4201,10.5164794913,25,2.59118069453,2.59067484045,2.59067422278
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.7.input_layernorm.weight,norm,4096,4096,8192,162,6.10776146886,4,0.150254079526,0.150137862921,0.15010120817
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.7.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5673,10.4978946684,32,2.57230917071,2.57198405356,2.57198400976
/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,model.layers.7.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5531,10.5151454344,32,2.58729263529,2.58584438007,2.58584433603
