shard,tensor_name,role,shape,parameters,bf16_payload_bytes,distinct_bf16_symbols,empirical_bf16_symbol_h0_bits_per_weight,distinct_exponents,empirical_exponent_h0_bits_per_exponent,empirical_adjacent_exponent_h1_conditional_bits_per_exponent,finite_sequence_adjacent_exponent_reference_bits_per_weight
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.21.post_attention_layernorm.weight,norm,4096,4096,8192,155,5.03064094511,3,0.109689163506,0.109062029611,0.109035403139
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.21.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4402,10.5479144615,26,2.61727893297,2.61369733893,2.61369671577
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.21.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5140,10.5045222276,30,2.57831007885,2.57620139691,2.57620124335
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.21.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4967,10.5574629737,29,2.62607562424,2.62075723458,2.62075707837
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.21.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4375,10.5237677893,24,2.59671696326,2.59618261339,2.59618199441
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.input_layernorm.weight,norm,4096,4096,8192,161,5.3713793807,5,0.549666260592,0.548980982455,0.548846953894
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5422,10.4802017892,32,2.556456406,2.556357471,2.55635742746
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5531,10.4926142801,29,2.56681997026,2.56587721913,2.56587717543
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5386,10.4715661617,31,2.54842814826,2.5484178771,2.5484178337
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.post_attention_layernorm.weight,norm,4096,4096,8192,161,5.03492892664,4,0.117701518506,0.116814685188,0.116786165978
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4436,10.5603204874,26,2.62844231998,2.62393393834,2.62393331275
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5042,10.4852907274,30,2.56113375141,2.56061143609,2.56061128346
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4948,10.5557516445,30,2.62504229394,2.62036068688,2.62036053069
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.22.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4299,10.5136571523,25,2.58827273367,2.58809973341,2.58809911636
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.input_layernorm.weight,norm,4096,4096,8192,151,5.16286456617,5,0.722704027748,0.722457197728,0.722280816576
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5390,10.48036532,32,2.55654625867,2.55642616091,2.55642611737
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5543,10.4912044998,31,2.56566763623,2.56481097127,2.56481092759
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5374,10.471038817,28,2.54807899938,2.54806969422,2.54806965082
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.post_attention_layernorm.weight,norm,4096,4096,8192,169,4.98425110062,4,0.117790712357,0.116752264806,0.116723760835
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4447,10.5505291781,27,2.61916684858,2.61601727108,2.61601664737
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,4947,10.4794425673,29,2.55588053286,2.55553483216,2.55553467984
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5009,10.5629110272,26,2.63227688621,2.62707992976,2.62707977317
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.23.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4319,10.5057249707,24,2.58032522631,2.58020702684,2.58020641167
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.input_layernorm.weight,norm,4096,4096,8192,156,5.45274944212,5,0.813727913904,0.813567590904,0.813368966004
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5386,10.4797774013,32,2.55606296421,2.55594389233,2.5559438488
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5521,10.4905691785,33,2.56510741007,2.56431742281,2.56431737914
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5393,10.4709599824,32,2.54789805979,2.54788724869,2.5478872053
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.post_attention_layernorm.weight,norm,4096,4096,8192,167,4.90608583046,5,0.320483115867,0.318671007774,0.318593207235
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4464,10.5906471672,26,2.65641526019,2.64901453479,2.64901390322
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,4912,10.4860605577,29,2.56153851613,2.56111349673,2.56111334407
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5010,10.5687314959,29,2.63733150561,2.63152013836,2.63151998151
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.24.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4299,10.5282797171,26,2.60067382378,2.60009871442,2.60009809451
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.input_layernorm.weight,norm,4096,4096,8192,156,5.36394145387,5,0.987695105948,0.986837108606,0.986596181577
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5384,10.4800611075,32,2.55623241174,2.55611950511,2.55611946158
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5545,10.4923770132,30,2.56663624452,2.56567501999,2.5656749763
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5442,10.4711511054,31,2.54803143342,2.54802073578,2.54802069239
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.post_attention_layernorm.weight,norm,4096,4096,8192,153,4.19718410164,4,1.00533338018,1.00398030228,1.0037351899
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4521,10.608525349,26,2.67423998349,2.66408719518,2.66408656001
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5011,10.491313327,31,2.56598086244,2.56504013305,2.56503998016
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4998,10.5515505076,28,2.62117376599,2.61745863288,2.61745847687
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.25.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4375,10.5123430097,28,2.58535757344,2.58516098819,2.58516037184
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.input_layernorm.weight,norm,4096,4096,8192,163,5.52801094844,4,0.63409679549,0.63349067485,0.63333601404
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5363,10.4818451555,33,2.55779461539,2.55765349014,2.55765344659
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5583,10.499807341,32,2.57285941456,2.57129399013,2.57129394634
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5342,10.4714211506,33,2.54817151187,2.5481599461,2.5481599027
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.post_attention_layernorm.weight,norm,4096,4096,8192,151,3.85501235327,5,0.554005498994,0.552430572383,0.552295701638
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4515,10.5999503209,28,2.66514626758,2.6566048593,2.65660422591
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5056,10.4930180476,29,2.5675476678,2.56664900467,2.56664885168
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4973,10.5588567653,29,2.62769226402,2.62308856524,2.6230884089
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.26.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4350,10.5191949712,28,2.5934217194,2.59327553134,2.59327491306
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.input_layernorm.weight,norm,4096,4096,8192,177,5.49261752354,5,1.05018504227,1.04949446159,1.04923823735
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5361,10.4812077982,33,2.55696386494,2.556854076,2.55685403246
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5516,10.5061615839,33,2.57814862729,2.57597039045,2.57597034658
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5394,10.4722625192,30,2.54874171385,2.5487289564,2.54872891299
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.post_attention_layernorm.weight,norm,4096,4096,8192,143,3.71770940785,4,0.399629013401,0.397989899569,0.397892734067
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4545,10.6158711685,27,2.6799566488,2.66934589508,2.66934525866
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5141,10.4912729596,29,2.56606137309,2.56511617236,2.56511601946
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,4999,10.5654363213,27,2.63431951052,2.62935467582,2.6293545191
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.27.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4443,10.5307266873,28,2.60243110695,2.60187086905,2.60187024872
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.input_layernorm.weight,norm,4096,4096,8192,167,5.15230149214,5,1.03165825437,1.03069482085,1.03044318637
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5379,10.4845945267,31,2.56006894184,2.55996385652,2.55996381292
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5557,10.51244744,29,2.58348864958,2.58068463926,2.58068459531
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5409,10.4745746746,32,2.55090524221,2.55088264539,2.55088260195
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.post_attention_layernorm.weight,norm,4096,4096,8192,123,3.57734650895,4,0.290979428139,0.289886186493,0.289815413498
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4462,10.5446886114,27,2.61379779349,2.61154559552,2.61154497288
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5041,10.5037176168,29,2.57712622256,2.57580719226,2.57580703873
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5026,10.5585000173,30,2.62834549569,2.62360421357,2.62360405719
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.28.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4335,10.5252882029,27,2.59933070606,2.59908526074,2.59908464107
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.input_layernorm.weight,norm,4096,4096,8192,170,5.30215224622,6,0.558851844116,0.557098086625,0.55696207635
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5416,10.489030928,32,2.56402296041,2.56395060492,2.56395056126
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5560,10.5207174519,30,2.5905385021,2.58676952637,2.58676948232
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5441,10.4769610957,31,2.55309389481,2.55304004491,2.55304000143
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.post_attention_layernorm.weight,norm,4096,4096,8192,114,3.62743369286,4,0.23285230258,0.231782335276,0.231725747791
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4493,10.5560878904,27,2.62474330061,2.62090514286,2.62090451798
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,4985,10.4951119668,28,2.56953029273,2.56863700471,2.56863685161
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5007,10.5437674469,28,2.61387923051,2.61091370103,2.61091354541
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.29.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4413,10.5189167278,27,2.59406404167,2.59387042105,2.59386980262
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.input_layernorm.weight,norm,4096,4096,8192,218,6.0352287746,5,0.895111356016,0.893805578929,0.893587364676
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5532,10.4983543091,32,2.57226053042,2.57224636461,2.57224632081
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5556,10.5329829701,31,2.60133341782,2.59641486582,2.59641482161
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5465,10.4837078107,30,2.55892656243,2.558755773,2.55875572943
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.post_attention_layernorm.weight,norm,4096,4096,8192,142,4.12271372198,4,0.241460384652,0.240610280071,0.240551537327
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4599,10.5839907752,27,2.65004751437,2.64514316006,2.6451425294
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5095,10.4986618374,30,2.57296431095,2.5717126925,2.57171253921
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5072,10.6170649232,30,2.68208814818,2.66973159716,2.66973143803
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.30.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4407,10.5430875334,27,2.61545623159,2.6149511849,2.61495056145
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.mlp.gate_proj.weight,mlp,14336x4096,58720256,117440512,5633,10.5372402143,31,2.6060039504,2.60083113345,2.60083108915
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.mlp.up_proj.weight,mlp,14336x4096,58720256,117440512,5584,10.5022957119,32,2.57595697264,2.57491669367,2.57491664982
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.self_attn.k_proj.weight,attention,1024x4096,4194304,8388608,4553,10.5495545932,28,2.61837703812,2.61561996256,2.61561933895
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.self_attn.o_proj.weight,attention,4096x4096,16777216,33554432,5152,10.5231343842,27,2.59424994022,2.59113324996,2.59113309552
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.self_attn.q_proj.weight,attention,4096x4096,16777216,33554432,5146,10.5817201072,30,2.64853563677,2.64100776461,2.6410076072
/workspace/checkpoints/llama-3.1-8b-bf16/model-00003-of-00004.safetensors,model.layers.31.self_attn.v_proj.weight,attention,1024x4096,4194304,8388608,4462,10.5422687764,27,2.61306947718,2.6117497527,2.61174913001
/workspace/checkpoints/llama-3.1-8b-bf16/model-00004-of-00004.safetensors,lm_head.weight,other,128256x4096,525336576,1050673152,6479,10.5152546874,33,2.58659106951,2.58597677519,2.58597677026
/workspace/checkpoints/llama-3.1-8b-bf16/model-00004-of-00004.safetensors,model.layers.31.input_layernorm.weight,norm,4096,4096,8192,268,6.81839252514,5,0.543648860506,0.542929392424,0.542796841303
/workspace/checkpoints/llama-3.1-8b-bf16/model-00004-of-00004.safetensors,model.layers.31.mlp.down_proj.weight,mlp,4096x14336,58720256,117440512,5626,10.5300702441,32,2.60109559184,2.60107696001,2.60107691571
/workspace/checkpoints/llama-3.1-8b-bf16/model-00004-of-00004.safetensors,model.layers.31.post_attention_layernorm.weight,norm,4096,4096,8192,222,6.00951704317,6,1.12462742323,1.1228558844,1.12258174967
/workspace/checkpoints/llama-3.1-8b-bf16/model-00004-of-00004.safetensors,model.norm.weight,norm,4096,4096,8192,132,4.89004344787,4,0.223080331333,0.221988199916,0.221934003578
